trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,x_pos,y_pos,stim_file,corr_ans,participant,session,date,expName,psychopyVersion,OS,frameRate
down,1,1.335999966,1,0,200,110,1,199,-0.138791017,0.098168496,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.217000008,1,0,200,60,1,199,0.097639446,-0.139163711,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.569000006,1,0,200,39,1,199,-0.110162463,-0.129476761,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.601999998,1,0,200,191,1,199,-0.155305501,-0.069139001,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
up,1,1.018000126,1,0,200,34,1,199,0.059950158,0.159078529,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
up,1,2.403000116,1,0,200,41,1,199,0.118982032,0.121421893,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.674999952,1,0,200,43,1,199,0.166686234,-0.033402089,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.984999895,1,0,200,151,1,199,-0.125638057,-0.114521084,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.551000118,1,0,200,89,1,199,-0.130881679,0.108489567,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.969000101,1,0,200,77,1,199,-0.062440766,0.158117522,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.774999857,1,0,200,184,1,199,-0.158657649,0.061055307,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.805999994,1,0,200,153,1,199,0.053293217,-0.161430583,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
up,0,0.451999903,1,0,200,134,1,199,0.169794895,-0.008348262,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.687999964,1,0,200,62,1,199,-0.037351537,-0.1658459,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,1.092999935,1,0,200,198,1,199,-0.014188045,-0.169406905,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.819000006,1,0,200,141,1,199,-0.119175612,-0.1212319,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.100999832,1,0,200,51,1,199,-0.094018678,0.141635053,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.906000137,1,0,200,155,1,199,0.131607352,-0.107608108,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.835999966,1,0,200,140,1,199,-0.106062332,-0.132856245,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.76699996,1,0,200,182,1,199,0.144980775,0.088772602,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.157999992,1,0,200,38,1,199,-0.16107258,0.054365651,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.467999935,1,0,200,65,1,199,-0.169857454,0.006960279,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,2.810000181,1,0,200,56,1,199,0.06635507,-0.15651519,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.506999969,1,0,200,107,1,199,0.121701786,0.118695726,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.701000214,1,0,200,127,1,199,0.06210505,0.158249685,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.690999985,1,0,200,103,1,199,0.001287675,0.169995123,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.917999983,1,0,200,69,1,199,0.109461935,-0.130069538,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
up,1,0.486000061,1,0,200,33,1,199,-0.155523052,-0.068648236,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.957000017,1,0,200,2,1,199,0.022137002,-0.168552523,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.874000072,1,0,200,68,1,199,-0.076248361,-0.151941395,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.90199995,1,0,200,87,1,199,-0.031743276,-0.167010073,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.82400012,1,0,200,131,1,199,-0.022655868,0.168483565,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.986000061,1,0,200,123,1,199,0.16876012,-0.020494434,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.258000135,1,0,200,25,1,199,0.138252576,-0.098925352,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
up,0,0.892999887,1,0,200,113,1,199,-0.094371642,0.141400117,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
